id,name,contents,homepage,address,tel,hour,coordinate
57.0,대구사격장(사격체험),"	""동양 최대 규모의 사격장에서 스트레스 한 방에 날리기
‣ 실외 클레이사격장, 실내 권총사격장과 스크린사격장, 전투체험사격장 등 다양한 사격 체험 시설을 갖췄다. 방아쇠를 당기는 순간 짜릿한 손맛이 느껴지며, 멀리 표적을 겨냥하고 날아가는 접시를 맞추면서 스트레스를 날릴 수 있다
‣ 안전요원의 안내에 따라 초보자도 쉽게 사격을 즐길 수 있다
실탄 사격은 만 14세 이상부터 가능, 신분증 지참 필수
[클레이사격]
일반 24,000원(25발), 11,000원(10발)
청소년, 단체 20,000원(25발), 9,000원(10발)
[권총]
22구경 일반 13,000원, 청소년, 단체 11,000원
9mm·38구경·357구경 일반 16,000원
청소년, 단체 13,000원(10발)
[공기소총]
일반 4,000원(20발) 2,000원(10발)
청소년, 단체 3,000원(20발), 1,500원(10발)""	",http://shooting.dgsisul.or.kr,대구광역시 북구 문주길 170,053-312-0000,"이용시간|하절기(3~10월) 09:00~18:00, 동절기(11~2월) 09:00~17:00, (권총 및 공기소총 동절기 18:00)","[35.9112957, 128.5243312]"
58.0,대구삼성라이온즈파크,"	""신축 야구장에서 쾌적하게 야구 관람하기
‣ 지하철역과 가까워 접근성이 좋고 남녀노소 누구나 즐길 수 있는 야구장
‣ 8각 다이아몬드 형태로 신축해 관람석의 80%가 그늘이라 쾌적한 야구 관람이 가능.
파티플로어, 잔디석, 커플석, 모래놀이석 등 다양한 이벤트석이 있어 아이와 함께 찾은 가족, 커플 등 입맛에 따라 좌석을 고를 수 있다 ""	",http://www.samsunglions.com, 대구광역시 수성구 야구전설로 1,053-780-3300,이용시간|경기 현황에 따라 다름,"[35.8582435, 128.6306086]"
59.0,대구수목원,"	"" 쓰레기 매립장이 청정 수목원으로 재탄생
‣ 쓰레기 매립장이었던 장소를 활용해 만든 전국 최초의 도심형 수목원
‣ 약 246,503㎡ 면적에 약초원, 야생초화원, 방향식물원, 죽림원 등 23개 테마관이 있다
‣ 산림문화전시관에서 쓰레기 매립장 복원, 우리의 나무 문화, 신기한 식물 탐험 등을 주제로 전시가 이뤄진다  .
이용시간 - 09:00~18:00 (5~8월 08:00~19:00)
연중무휴 (단, 월요일은 일부 시설 견학 제한)""	",http://www.daegu.go.kr/Forestry,대구광역시 달서구 화암로 342,053-640-4100,"장애인 편의시설|휠췌어 4대, 유모차 4대","[35.8011954, 128.5204325]"
60.0,대구스타디움,"""2002년 한일월드컵 대회, 2003대구하계유니버시아드대회를 성공적으로 개최하였으며 2011년 세계육상선수권대회를 유치하였다.
또한 주변의 수려한 자연환경과 깨끗한 시설로 주변시민들 뿐만 아니라 타지에서도 많은 관광객이 찾아오는 대구의 새로운 명소로 떠오르고 있다.
체육시설을 개방하여 체력단련 및 휴식공간으로 활용할수 있도록 하고 있으며, 체육 및 문화예술 행사를 유치하여 시민들에게 한층 더 가까이 다가 가도록 노력하고 있다.""	",https://www.daegu.go.kr/cts/index.do?menu_id=00933147,대구광역시 수성구 유니버시아드로 180,053-602-2011~8,이용시간|경기 운영 시간 중,"[35.8298301, 128.690203]"
,,,,,,,
62.0,대구시민안전테마파크,"	""시민 안전의식 함양의 장
‣ 지하철안전체험장, 교통안전체험장, 모노레일체험장 등 각종 안전체험장을 한 자리에서 경험.
소방관이 직접 심폐소생술(CPR) 등 체험을 도와 효과적인 학습 가능
‣ 자칫 지루할 수도 있는 안전체험이 다채로운 구성과 소방관의 열정적인 시범으로 활기를 띤다. 진지한 표정으로 체험에 임하는 아이들이 훗날 어떠한 사고에도 의연히 대처할 수 있을 것만 같아 흐뭇하다""	",http://safe119.daegu.go.kr,대구광역시 동구 팔공산로 1155 ,053-980-7777,"이용시간|09:00~18:00 / 매주 월요일, 설날, 추석당일 휴관","[35.9891717, 128.691943]"
63.0,대구신세계백화점,"	""대구 최대의 관문인 동대구역과 고속버스 터미널을 함께 어우르고 있는 대구 신세계는 교통의 요지로서의 기능뿐만 아니라 다양한 문화, 엔터테인먼트, 쇼핑등의 컨텐츠를 제공하는 대구 최대의 라이프 스타일 센터형 공간이다.
특히 지역 유일의 아쿠아리움과 옥상 테마파크, 영화관, 갤러리, 아카데미등은 대구 뿐만 아니라영남지역에서도 최대규모를 자랑하고 있고 국내최초로 ktx, 고속/시외버스, 대중교통이 한곳에 모여있는 복합환승센터로서 시민들의 삶의질 향상에 이바지 하고 있다.""	",http://www.shinsegae.com,"대구시 동구 동부로 149(A부지), 효신로 88(B부지)",1588-1234,"판매품목|해외명품, 의류, 잡화, 가정용품, 식품 등","[35.8778124, 128.6284527]"
64.0,대구실내체육관,"	대구 시민 누구나 이용이 가능한 실내체육관으로 각종 실내, 실외 스포츠를 즐길 수 있다.	",,대구광역시 북구 대구체육관로 39,053-955-1911,이용시간|제한없음,"[35.8937914, 128.6034045]"
65.0,대구약령시 한방의료체험타운,"한방의료체험타운은 우리나라 한방을 대표하는 대구약령시의 활성화와 한의학의 우수성을 널리 알리고자 설립되었습니다. 다양하고 특성화된 체험 프로그램을 통해 유아부터 성인까지 한의학을 손쉽게 접할 수 있는 기회를 제공하여 한방대중화에 중추적인 역할을 담당할 것입니다. 4층, 5층, 6층은 각종 한방체험을 할 수 있고, 1층 2층 3층 7층은 청년몰로 카페, 식당가, 소매점 등이 조성되어 있습니다.
",http://www.kmeditown.kr,대구광역시 중구 중앙대로77길 45,053-422-1075,"이용시간|10:00~17:30 , 휴무 - 매주 월요일, 1월 1일, 설날·추석","[35.8684694, 128.5917898]"
66.0,대구예술발전소,"	"" 시민과 예술가가 소통하는 공간
‣ 대구의 연초제조창 별관 창고를 리모델링 해 지역 문화예술을 위한 공간으로 재탄생
‣ 시민과 예술가가 언제든 자유롭게 소통할 수 있고 다양한 실습, 체험 프로그램이 준비돼 있다
‣ 어른들을 위한 문화예술도서와 어린이 도서가 구비돼 있어 지역 문화 살롱의 역할을 한다""	",http://www.daeguartfactory.kr,대구광역시 중구 달성로22길 31-12,053-430-1225~8,"이용시간|동절기(11월~3월):10:00~18:00, 하절기(4월~10월):10:00~19:00","[35.8755076, 128.5845613]"
67.0,대구오페라하우스,"	제일모직(주)이 대구 지역문화와 예술발전을 위해 대구광역시에 기증한 오페라극장으로, 오페라 공연을 중심으로 지역의 공연예술을 발전시키고, 국내 정상 수준의 공연예술과 세계 여러 지역의 공연예술을 지역민들에게 소개하는 데 목적이 있다. 내부 평면은 말발굽형이고, 청각과 시각을 동원해 보고 듣는 예술 장르에 적합도록 설계하였다. 뮤지컬·발레·무용 등의 문화공연이 모두 가능하도록 최첨단 음향시설, 조명 및 영상시설을 두루 갖추었다.	",http://www.daeguoperahouse.org/,대구광역시 북구 호암로 15번지,053-666-6000,이용시간|AM 09:00 ~ PM 11:00,"[35.8835143, 128.5922301]"
68.0,대구올레 팔공산 1코스,"	"" 싱그러운 솔숲이 매력적인 편안한 산책로
‣ 유명 시인들의 시로 꾸며진 시인의 길과 유기장 이봉주 장인의 작품을 전시하는 대구방짜유기박물관을 지나 신라시대 고찰 북지장사에 이르는 길
‣ 왕복 5km, 소요시간 1시간 30분 정도의 코스. 길이 완만해 남녀노소 누구나 걷기 좋다
‣ 솔 내음 가득한 울창한 솔숲 구간이 대구올레 팔공산 1코스의 백미
""	",http://www.daegu.go.kr/EcoInfo,대구광역시 동구 도학2동 삼거리(출발점-도장교),053-985-8030,장애인 편의시설|,"[35.9639822, 128.6979607]"
69.0,대구전시컨벤션센터(EXCO),"	종합유통단지에 위치하고 있는 대구전시컨벤션센터(EXCO)는 전시, 예술, 공연, 비즈니스 등의 복합 전시문화 공간이다. EXCO의 전시실은 3m x 3m 부스를 총 600개까지 설치할 수 있는 국제 규모의 전문 전시실로 대구국제자동화기기전 대한민국 소방방재, 안전엑스포, 대한민국 그린에너지 엑스포 등 국내외 대규모 전시행사를 성공적으로 개최한 전문 전시공간이다. 최근에 국제육상대회를 기반으로 해서 더욱더 다양한 이벤트와 비즈니스에 주력하고 있다.	",https://www.exco.co.kr/,대구광역시 북구 유통단지로 90,053-601-5000,이용시간|AM 10:00 ~ PM 06:00 또는 제한없음,"[35.9071971, 128.6132633]"
,,,,,,,
71.0,대구콘서트하우스,"	""대구콘서트하우스(Daegu Concert House)는 대구광역시 중구 태평로 141(태평로2가)에 위치한 종합 공연장이다. 1975년 10월 5일에 대구시민회관으로 개관했으며, 이후 노후화로 보수·보강이 필요한 대구시민회관을 공유재산 위탁개발 사업방식으로 리노베이션하여 2013년 11월 29일에 국제적 수준의 고품격 전문 콘서트홀로 재개관을 하였다. 2016년 1월 1일에 대구콘서트하우스로 명칭이 변경되었으며 상주예술 단체로는 대구시립예술단인 대구시립합창단, 대구시립교향악단이 있다.
문화가 살아 숨쉬고 감동이 함께하는 공연문화예술의 메카 대구콘서트하우스는 다음과 같은 비전을 가지고 있다.
- 공연예술의 진흥 및 시민의 문화향유의 기회를 확대시키는 신개념 공연문화 공간 조성
- 우수한 문화예술작품의 기획 공연 등을 통하여 지역과 지역, 나라와 나라 간의 소통과 감동이 전해지는 창조적이고 미래지향적 문화공간
- 세계적 수준의 경쟁력을 갖춘 문화예술분야의 인재양성을 통하여 문...중략",https://concerthouse.daegu.go.kr/,대구광역시 중구 태평로 141,053-250-1400,이용시간|09:00~18:00,"[35.8760471, 128.5938445]"
72.0,대구향교,"	""조선시대부터 이어져 내려온 공자의 가르침이 깃든 배움터
‣ 조선 건국과 더불어 1398년 지금의 중구 교동에 대구향교 창건
‣ 임진왜란 때 소실된 후 1932년 지금 자리에 대성전과 동서무, 명륜당 재이건. 1995년 유림회관이 신축되면서 현재의 모습을 갖추게 됨. 규모가 크지는 않지만 단아한 건물과 잘 가꿔진 조경 덕분에 조용히 사색하며 거닐기 좋다""	",http://www.daeguhyanggyo.org,대구광역시 중구 명륜로 112,053-422-8700,이용시간|09:00~19:00,"[35.8595325, 128.5961517]"
,,,,,,,
74.0,대덕문화전당,"	자연과 함께 숨쉬는 남구 대덕문화전당은 문화와 자연이 공존하는 곳으로 그 이름이 널리 알려져 오고 있다. 공연, 전시, 문화강좌 등 많은 문화와 예술 프로그램을 진행, 유치해오고 있다. 또한 남구 농악단, 남구 합창단 등 예술단의 활발한 활동을 토대로 지역 문화 발전에도 이바지 하고 있다.	",http://daeduk.nam.daegu.kr/,대구광역시 남구 앞산순환로 478,053-664-3131,이용시간|AM 09:00 ~ PM 06:00,"[35.8313155, 128.5770017]"
,,,,,,,
,,,,,,,
77.0,대현프리몰,"	""더위에도 추위에도 쾌적하게 즐기는 지하 쇼핑몰
‣ 동성로 중심부를 관통하는 대구 최대 규모 지하 쇼핑몰
‣ 400m가 넘는 지하상가로, 의류, 귀금속, 액세서리, 신발, 화장품, 음식 등을 판매하는 다양한 점포가 입점해 있음
‣ 롯데영플라자, 교보문고, CGV, 2.28기념중앙공원 등과 바로 연결되는 여러 출구 이용 가능
‣ 동성로 중심가라 대구 도심의 여러 관광명소로의 이동이 편리""	",http://www.primall.co.kr/daegu,대구광역시 중구 국채보상로 580,053-255-2427~8,"판매품목|의류, 귀금속, 액세서리, 신발, 이동통신, 화장품, 음식, 기타","[35.870849, 128.5958821]"
,,,,,,,
,,,,,,,
80.0,도동서원,"	""아름드리 은행나무와 아름다운 토담을 품은 고즈넉한 서원
‣ 조선 초기의 성리학자 김굉필을 배향한 서원. 1568년 비슬산 동쪽에 건립되었다가 임진왜란 때 소실된 이후 지금 자리에 중건
‣ 조선 중기 서원 건축의 특징을 살필 수 있다. 불필요한 장식 대신 간소함을 추구했으며 서원 입구인 수월루와 강당격인 중정당, 사당이 일직선상에 배치되어 있다. 중정당 기단에 여의주와 물고기를 물고 있는 4개의 용머리 조각과 수막새의 장식무늬가 빼어난 토담이 독특하다   ""	",,대구광역시 달성군 구지면 구지서로 726,053-617-7620,이용시간|AM 10:00 ~ PM 06:00,"[35.700925, 128.3719082]"
81.0,도성암,"	비슬산 대견봉을 넘어 가파른 산기슭에 위치한 암자로 유가사에서는 1.2㎞되는 거리에 있다. 삼국유사가 전하는 바에 의하면 신라 혜공왕때 도성국사가 지었다 전한다. 고려 성종 원년(981)에 성범대사가 만일 미타량을 열고 50여년 동안 힘써 수도한 곳으로도 알려져 있다. 도성암 극락전 앞에는 신라시대에 건립된 도성암 삼층석탑도 볼 수 있다. <좀 더 알아보기> 2003년 9월 당시 한반도를 할퀴고 간 태풍 매미는 수많은 인명, 재산 피해와 함께 우리들의 가슴에도 치유하기 어려운 상처를 안겨주고 떠났다. 더구나 수해와 산사태, 강풍으로 인한 각 사찰의 피해도 커 불교계가 합심해 복구에 박차를 가하는 결집된 힘을 보이기도 했다. 당시 창녕 화왕산의 도성암은 재산피해와 더불어 흙더미가 요사채를 덮쳐 인명 사망피해까지 생겨 불자들의 안타까움을 자아내기도 했다. 불자들을 더욱 안타깝게 만든 것은 몇 개월 전 대구지하철 참사 사고로 읽은 두 딸의 명복을 빌기 위해 도성암을 찾은 어머니가 산사태...중략",,대구광역시 달성군 유가면 도성길 180,053-668-3162,이용시간|제한없음,"[35.71723, 128.5159491]"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
86.0,동성로,"""젊은 기운이 살아 숨쉬는 도심의 가로광장 동성로(東城路)는 사성로 중에서 대구역네거리와 동성로관광안내소 사이 구간(900m)으로서 대구의 대표적인 중심번화가 중의 하나이다. 본래 대구읍성 동쪽의 성곽지였으나 1907년 헐리고 도로가 되면서 현재에 이르렀다. 동성로는 동성로 야외무대를 중심으로 옛 성곽의 이미지를 재현하는 장대석 띠포장의 보행자전용거리를 따라 교동 귀금속거리, 떡볶이골목, 가방골목, 야시골목, 구제골목 등 각종 골목상권을 이루고 있다. 또한 2009년에 조성된 국내 최초의‘대중교통전용지구’(반월당네거리~대구역네거리, 1.05km)는 친인간적, 친환경적인 가로로 다양한 상권과 흥미로운 디자인에 의하여 동성로와 더불어 명품가로로 자리매김하고 있다."" ",,대구광역시 중구 동성로3가 56-3,,"판매품목|의류, 주얼리, 화장품, 음식, 영화․공연 관람 등 다양함","[35.8669878, 128.5936872]"
,,,,,,,
88.0,동촌유원지,	동촌유원지(44만평)는 대구시 동쪽 금호강변에 있는 유원지로 오래전부터 대구시민이 즐겨 찾는 곳이다. 각종 위락시설이 잘 갖춰져 있으며 드라이브를 즐길 수 있는 도로가 건설되어 있다. 수량이 많은 금호강에는 조교가 가설되어 있고 아양교가 걸쳐 있다.	,,대구광역시 동구 효동로 2길 72,053-662-2865,이용시간|항시 이용 가능,"[35.878211, 128.6544215]"
89.0,동화사,"	""수려한 자연과 소중한 문화재를 품은 사찰
‣ 팔공산 남쪽 기슭에 자리한 신라시대 사찰
‣ 대웅전, 마애불좌상, 비로암 석조비로자나불좌상, 비로암 삼층석탑, 금당암 동․서 삼층석탑, 당간지주 등 경내에 문화유산이 많다
‣ 전체 높이 33m에 이르는 세계 최대 규모 석조불상인 약사여래대불이 있다
입장료 - 어른 2,500원, 청소년 1,500원, 어린이 1,000원""	",http://www.donghwasa.net,대구광역시 동구 동화사1길 1,053-980-7900,이용시간|일출~일몰 시,"[35.9929105, 128.7039968]"
90.0,동화사 다도체험,"	""대참선당에서 향기로운 차와 아름다운 전통예절을 향유하는 시간
‣ 일반인을 대상으로 한 다도체험. 예의범절과 차분한 마음가짐을 배우는 시간
‣ 차를 마시기 전에 차 도구를 데우고 차를 우려내는 동안 참가자의 마음은 고요하게 잦아든다.   다도체험은 모든 과정을 통해 몸과 마음을 정화하는 힐링 시간이다 ""	",http://www.donghwasa.net, 대구광역시 동구 동화사1길 1,053-980-7979,"이용시간|하절기 10:00~17:00, 동절기 10:00~16:00","[35.9929105, 128.7039968]"
91.0,동화사 템플스테이 체험,"	""o 체험내용 : 고즈넉한 산사에 머무르며 예불, 다도, 명상 등을 통해 자신의 참 모습을 되돌아보는 나를 찾아 떠나는 여행 체험임.
o 체험일정 및 체험비
- 1일 : 1~2시간(1만원), 2~3시간(2만원), 3~5시간(3만원), 5~6시간(4만원)
- 1박2일 : 7만원(사찰순례, 발우공양, 스님과의 차담, 참선 or 명상, 108염주꿰기등)
o 체험장소 : 동화사 국제선센터(단체, 겨울 최대 200명~여름 최대 500명가능)
※ 국제 선센터 개관(2013. 5월)으로 프로그램 다양화됨
o 연 락 처 : 053-980-7979, 홍련화(010-8225-7445)""	",http://www.dhtemple.org,대구광역시 동구 동화사1길 1,"053-980-7979, 홍련화(010-8225-7445)",이용시간|코스에 따라 다름,"[35.9929105, 128.7039968]"
92.0,두류공원,"두류공원은 1965년 공원으로 결정된 이후 1977년부터 본격적으로 개발된 도시근린공원으로서 문화, 교양, 체육시설등이 구비되어 있어 많은 시민들이 이용하는 공원으로 발전하고 있다. 두류산은 역사적 기록에 의하면 산이 둥글게 펼쳐져 있다고 하여 두리산으로 부르던 것을 지명이 한자화될때 같은 의미의 주산 또는 두류봉으로 쓰여오다가 근래에 와서 두류산으로 지칭되었다고 한다. 공원내에는 대구의 명소인 우방타워랜드, 면학장소인 두류도서관, 시민건강증진에 기여하고 있는 각종 체육시설과 시민문화의 전당인 문화예술회관이 자리잡고 있다.	",http://www.daegu.go.kr/Duryupark/,대구광역시 달서구 공원순환로 7,053-625-1949,이용시간|항시 이용 가능,"[35.8501628, 128.561659]"
93.0,두류야구장,"	두류공원은 1965년 공원으로 결정된 이후 1977년부터 본격적으로 개발된 도시근린공원으로서 문화, 교양, 체육시설 등이 구비되어 있어 많은 시민들이 이용하는 사랑받는 공원으로 발전하고 있다. 두류 야구장은1978년 7월 15일∼81년 5월 13일 야구장 건립하고 1997년 8월∼98년 7월 야구장 정비공사를 거쳐 지금의 모습을 갖추었다.	",,대구광역시 달서구 공원순환로 7,053-625-1949,이용시간|제한없음,"[35.8501628, 128.561659]"
,,,,,,,
95.0,땅땅랜드(치킨체험 테마파크),"○ 체험내용 : 2018년 9월 1일 땅땅랜드가 매년 여름 치맥축제가 열리고 있는 치맥의 성지인 대구에서 오픈 하였다.  대한민국 최초이자 최대의 치킨체험 테마파크인 땅땅랜드는 보고 만들고 먹고 즐기는 공간으로 한 곳에서 4가지의 맛을 동시에 즐길 수 있는 신개념의 복합문화의 장입니다.<br>○ 체험시간 : 1시간 30분 정도<br>○ 체 험 비 : 치킨체험 16,000원, 버거체험 17,000원, 치킨&amp;버거체험 20,000원<br>   - 20%할인 : 4인이상 가족, 13세이하, 65세이상, 장애인<br>   - 10%할인 : 20명이상 단체   ",http://codd.pay.biz,대구 동구 팔공로 220-2(봉무동 1570-1),053-721-7599,"이용시간|09:30, 10:10, 10:50, 11:30, 12:10, 13:00, 13:40, 14:20, 15:00, 15:40, 16:20, 17:00","[35.9113558, 128.6386648]"
,,,,,,,
97.0,롯데 아울렛 대구 율하점,"	롯데 아울렛 대구 율하점은 대구 동구에 위치한 아울렛/대형마트/시네마 복합몰이다. 최고 브랜드, 최상의 상품을 합리적인 가격으로 제공하고 있다.	",http://store.lotteshopping.com/handler/Main-Start?subBrchCd=052,대구광역시 동구 안심로 80,053-960-2500,"판매품목|패션잡화, 구두, 핸드백, 여성의류, 남성의류, 스포츠, 아웃도어, 아동의류外","[35.86846, 128.6934002]"
98.0,롯데몰 이시아폴리스점,"	""국내 최초로 선보이는 新개념 라이프 스타일 센터인 LOTTE MALL은 대구, 경북 지역의
고객들이 만나보지 못한 새로운 쇼핑, 문화중심의 패밀리 Shopping 테마파크로서
쇼핑몰과 함께 영화관(CGV), 키즈테마파크, Flower Garden, 고객휴게실 등 다양한 문화공간과
가족이 함께 즐길 수 있는 흥미롭고 다양한 이벤트가 펼쳐지는 One-day 라이프스타일
공간입니다.""	",http://www.lottemall.co.kr/,대구광역시 동구 팔공로49길 16,053-945-2500,"판매품목|의류, 잡화, 스포츠웨어, 해외명품 등","[35.9215394, 128.6373616]"
99.0,마비정벽화마을,"	""옛 농촌 풍경이 마을 토담과 벽면을 가득 채운 정겨운 벽화마을
‣ 마을길을 따라 1960~70년대 정겨운 농촌 풍경이 벽화로 꾸며져 있다.
‣ 벽화 외에도 연리목과 물레방아, 옛 우물, 거북바위와 남근석 등 볼거리가 다양. 1년 뒤에 받아보는 느림보 우체통과 사랑의 자물쇠 코너는 특히 연인에게 인기
‣ 농촌체험전시장에서 두부 만들기, 떡메치기, 열무김치 담그기 등 여러 가지 체험 프로그램을 이용할 수 있다. 체험은 20명 이상 가능하다
""	",http://cafe.daum.net/mabijeong,대구광역시 달성군 화원읍 마비정길 262-5,053-633-2222,이용시간|일출~일몰 시,"[35.778833, 128.5421531]"
100.0,망우당공원,"	임진왜란 때 전국 최초로 의병을 일으켜 왜적을 무찌른 의병장이자 경상도 방어사, 함경도 관찰사 등을 역임한 홍의장군 곽재우(郭再祐)의 공을 기리기 위해 조성하였다. 공원의 이름은 그의 호인 망우당(忘憂堂)에서 따왔다. 공원 안에는 곽재우의 동상이 서 있고, 동상 부근에 그의 유품을 보관하고 있는 망우당기념관이 있다. 하얀 성벽 위로 보이는 누각은 영남제일관인데, 조선시대에 축조한 대구읍성의 남문으로 일제강점기에 철거된 것을 1980년 이곳에 옮겨 중건한 것이다. 이 지방 독립운동의 산실이었던 조양회관도 이 곳에서 들러볼 수 있다.	",,대구광역시 동구 효동로 2길 93(관리사무소),053-662-2861,이용시간|제한없음,"[35.876137, 128.6562506]"
101.0,메트로센터,"	대구의 중심에 위치하고 있어 대구의 명소들과 연결이 되어 있으며 엔터테이먼트 공간과 먹거리, 쇼핑공간이 한곳에 갖추어져 있다.	",,대구광역시 중구 달구벌대로 지하 2100,053-428-8900,"판매품목|의류, 휴대폰, 생활용품, 사진관, 편의점 등","[35.8630643, 128.5870108]"
102.0,모명재,"	""모명재는 임진왜란 때 우리나라에 원병으로 왔던 명나라 장수 두사충이 귀화한 후, 그의 후손들이 1912년에 세운 것이다. 조선에 귀화한 후 계산동 일대에 정착한 두사충은 중국에 두고 온 부인과 형제들이 생각나 최정산(현 대덕산) 밑으로 집을 옮기고 명나라를 생각한다는 뜻으로 동네 이름을 대명동이라 하였다.
모명재라는 이름도 고국인 명나라를 사모한다는 뜻이며 대문에 달려 있는 만동문 역시 그 근본을 잊지 않는다는 뜻이다. 현재의 모명재는 1912년 경산 객사가 헐리자 그 재목을 사와 두사충의 묘소 앞에 지은 것인데 1966년 건물이 너무 낡아 중수하였다.
<좀 더 알아보기> 모명재는 임진왜란 때 우리나라에 원병으로 왔던 명나라 장수 두사충(杜師忠)이 귀화한 후 그의 후손들이 1912년에 세운것이다. 두사충의 호(號)는 모명(募明)으로 중국의 두릉(杜陵)이 고향이다.1592년 임란이 일어나자 그해 12월 명나라 제독(提督)이던 이여송(李如松)등과 함께 원병을 와서, 주위의 지형을 살...중략",http://Mmj.suseong.kr,대구광역시 수성구 달구벌대로 525길 14-21,053-742-3178,이용시간|AM 09:00 ~ PM 06:00,"[35.8584131, 128.6515251]"
103.0,묘골마을과 육신사,"	""대구광역시 달성군 하빈면 묘리에 있는 사당이다.
조선 세조 때의 사육신 박팽년(朴彭年), 성삼문(成三問), 하위지(河緯地), 이개(李塏), 유성원(柳誠源), 유응부(兪應浮) 등의 위패를 봉안하고 있다.""	",,대구광역시 달성군 하빈면 육신사길 64,053-668-3162,이용시간|제한없음,"[35.9110992, 128.4166761]"
,,,,,,,
105.0,미도다방,""" 추억과 차향이 가득한 다방
‣ 1928년 진골목에 문을 대구의 사랑방이자, 명소
‣ 붉은색 소파와 커튼, 시계, 액자 등 소품들이 과거로 시간 여행을 온 기분이 들게 한다
‣ 쌍화차와 약차가 인기 메뉴로, 옛날 과자가 덤으로 나온다  ""	",,대구광역시 중구 진골목길 14,053-252-9999,"판매품목|쌍화차 4,000원, 약차 3,500원","[35.8680689, 128.592691]"
,,,,,,,
,,,,,,,
,,,,,,,
109.0,보현사,"	대한불교조계종 제9교구 동화사 직할 포교당으로 정기법회, 수능백일기도, 산행법회 등 여러가지 행사와 체험 프로그램들도 시행하고 있다.	",http://www.bohyunsa.kr/,대구광역시 중구 문우관길 65,053-431-5400,이용시간|제한없음,"[35.8643738, 128.5926369]"
,,,,,,,
111.0,봉산문화거리,	서울 인사동거리에 비견되는 문화예술거리로 대구 대표화가들의 작품전이 연중 열린다.	,,대구광역시 중구 봉산문화길,053-661-2623,판매품목|,"[35.8621358, 128.5975997]"
112.0,봉산문화회관,"	대구광역시 중구 봉산문화회관은 주민들의 문화욕구 충족 및 정서를 함양하고 향토문화 창달과 지역예술을 발전시키며, 시ㆍ구민에게 건전한 여가선용 기회의제공과 문화예술과 관련된 평생교육기관의 목적을 가짐과 동시에 봉산문화거리와 연계된 종합문화예술회관으로의 기능을 지향합니다.최신의 음향시설인 라이브 및 시네마 가능시설 설치, 무대시설 자동이송장치 보강, 고급피아노(스타인웨이류) 비치, 소규모 연극과 아동극 등 공연이 가능한 스페이스라온의 설치 및 최근 개관한 오페라하우스 수준에 버금가는 쾌적하고 안락한 관람석 설치는 최적의 공연장 시설을 선호하는 출연자 뿐아니라 관객 또한 선호하는 회관으로서 연중 대관이 가능합니다. 시내중심가인 반월당 지하철 역세권과 봉산문화내거리에 위치하고 448석 객석의 규모로 공연장이용객들이 선호하는 적정규모의 회관으로서 관객의 접근성 용이, 대중교통 이용가능, 문화거리내에 위치하여 인지도가 높을 뿐 아니라, 오포산 재개발사업으로 인하여 주변 지역주민의 이용도가 높...중략",http://www.bongsanart.org/,대구광역시 중구 봉산문화길 77,053-661-3500,이용시간|09:00 ~ 22:00,"[35.8631367, 128.5965618]"
113.0,부인사,"	대한불교조계종 제9교구 본사인 동화사(桐華寺)의 말사로, 부인사(符仁寺) 또는 부인사(夫人寺)라고도 한다. 신라 선덕여왕 때 창건된 절로 추정하고 있다. 고려시대에 초조대장경의 판각이 이루어졌다고도 말해지는 부인사는 몽골 칩입시 화재로 대부분 소실되었다. 이후 중건하였으나 임진왜란 때 다시 불탔다. 지금 건물은 1930년대 초 비구니 허상득(許相得)이 원 위치에서 서북쪽으로 약 400m 거리에 있는 암자터에 중창한 것이다. 당우에는 석가모니불상과 아미타불상, 관세음보살상을 안치한 대웅전과 선덕묘, 2동의 요사채가 있다. 이 밖에도 주춧돌, 화려한 문양의 장대석(長臺石)을 볼 수 있다. <좀 더 알아보기> 부인사는 동구 신무동 팔공산 남쪽 중턱에 있는 사찰로 대한불교 조계종 제9교구 본사인 동화사의 말사이다. 현재의 부인사는 옛 부인사 경역의 뒷쪽 산밑에 자리잡고 있는 작은 절이지만 한때는 고려 초조대장경을 보관했던 호국사찰로서 매우 중요한 사찰이다. 그러나 부인사에 관한 개창시기나...중략",,대구광역시 동구 팔공산로 967-28,053-982-5006,이용시간|제한없음,"[35.9951481, 128.6732737]"
114.0,북성로공구박물관,"	""북성로 공구골목의 어제와 오늘
‣ 공구박물관은 일제강점기 건축물과 북성로 공구골목의 과거와 현재를 만나는 곳이다.
‣ 1층 전시실에는 공구를 예술작품처럼 꾸며놓은 기술자의 방, 앵글과 철근으로 제작한 부품박스 전시장, 2층에는 1970년대 북성로의 황금기에 사용되던 사무용품이 전시되어 있다. ""	",,대구광역시 중구 태평로28길 24,053-661-2000(중구청 관광과),이용시간|하절기 10:00~18:00 (12:00~13:00 휴관) 동절기 10:00-17:00,"[35.8745374, 128.5916516]"
